"Neighborhood","City","Accessories Store","Advertising Agency","Afghan Restaurant","African Restaurant","American Restaurant","Antique Shop","Aquarium","Arepa Restaurant","Argentinian Restaurant","Art Gallery","Art Museum","Arts & Crafts Store","Arts & Entertainment","Asian Restaurant","Athletics & Sports","Auditorium","Australian Restaurant","BBQ Joint","Bagel Shop","Bakery","Bar","Basketball Court","Basque Restaurant","Beach","Bed & Breakfast","Beer Bar","Beer Garden","Beer Store","Bike Rental / Bike Share","Bike Shop","Bistro","Boat or Ferry","Bookstore","Botanical Garden","Boutique","Bowling Alley","Boxing Gym","Brasserie","Brazilian Restaurant","Breakfast Spot","Breton Restaurant","Brewery","Bubble Tea Shop","Building","Burger Joint","Burgundian Restaurant","Bus Line","Bus Station","Bus Stop","Business Service","Butcher","Café","Cajun / Creole Restaurant","Cambodian Restaurant","Canal","Candy Store","Cantonese Restaurant","Capitol Building","Castle","Cemetery","Ch'ti Restaurant","Cheese Shop","Chinese Restaurant","Chocolate Shop","Church","Circus","Climbing Gym","Clothing Store","Cocktail Bar","Coffee Shop","Comedy Club","Comfort Food Restaurant","Comic Shop","Community Center","Concert Hall","Convenience Store","Corsican Restaurant","Cosmetics Shop","Creperie","Cultural Center","Cupcake Shop","Dance Studio","Deli / Bodega","Department Store","Dessert Shop","Diner","Discount Store","Dive Bar","Donut Shop","Eastern European Restaurant","Electronics Store","Empanada Restaurant","Ethiopian Restaurant","Event Space","Exhibit","Fabric Shop","Falafel Restaurant","Farm","Farmers Market","Fast Food Restaurant","Fish & Chips Shop","Fish Market","Flea Market","Flower Shop","Food & Drink Shop","Food Court","Food Truck","Football Stadium","Forest","Fountain","French Restaurant","Fried Chicken Joint","Fruit & Vegetable Store","Furniture / Home Store","Gaming Cafe","Garden","Garden Center","Gastropub","Gay Bar","General College & University","General Entertainment","Gift Shop","Gluten-free Restaurant","Golf Course","Gourmet Shop","Greek Restaurant","Grocery Store","Gun Range","Gym","Gym / Fitness Center","Gym Pool","Harbor / Marina","Historic Site","History Museum","Hobby Shop","Hookah Bar","Hostel","Hot Dog Joint","Hotel","Hotel Bar","Ice Cream Shop","Indian Restaurant","Indie Movie Theater","Indonesian Restaurant","Indoor Play Area","Insurance Office","Irish Pub","Israeli Restaurant","Italian Restaurant","Japanese Restaurant","Jazz Club","Jewelry Store","Jewish Restaurant","Jiangxi Restaurant","Juice Bar","Kebab Restaurant","Korean Restaurant","Lake","Latin American Restaurant","Laundromat","Lebanese Restaurant","Library","Lighthouse","Liquor Store","Locality","Lounge","Lyonese Bouchon","Market","Martial Arts Dojo","Mediterranean Restaurant","Memorial Site","Men's Store","Metro Station","Mexican Restaurant","Middle Eastern Restaurant","Miscellaneous Shop","Modern European Restaurant","Monument / Landmark","Moroccan Restaurant","Motel","Movie Theater","Moving Target","Multiplex","Museum","Music Store","Music Venue","National Park","Nature Preserve","New American Restaurant","Nightclub","Noodle House","North Indian Restaurant","Nursery School","Office","Optical Shop","Organic Grocery","Other Great Outdoors","Outdoor Gym","Outdoor Sculpture","Outlet Store","Palace","Paper / Office Supplies Store","Park","Pastry Shop","Pedestrian Plaza","Performing Arts Venue","Perfume Shop","Persian Restaurant","Peruvian Restaurant","Pharmacy","Pier","Pizza Place","Planetarium","Platform","Playground","Plaza","Pool","Pool Hall","Portuguese Restaurant","Pub","Racecourse","Radio Station","Rafting","Ramen Restaurant","Record Shop","Recreation Center","Residential Building (Apartment / Condo)","Resort","Restaurant","Rock Club","Russian Restaurant","Salad Place","Salon / Barbershop","Sandwich Place","Savoyard Restaurant","Scandinavian Restaurant","Scenic Lookout","Science Museum","Sculpture Garden","Seafood Restaurant","Shanxi Restaurant","Shoe Store","Shop & Service","Shopping Mall","Shopping Plaza","Skate Park","Smoke Shop","Snack Place","Soccer Field","Soccer Stadium","South American Restaurant","Southwestern French Restaurant","Souvlaki Shop","Spa","Spanish Restaurant","Speakeasy","Sporting Goods Shop","Sports Bar","Sports Club","Stadium","Steakhouse","Supermarket","Surf Spot","Sushi Restaurant","Taco Place","Tailor Shop","Tapas Restaurant","Tea Room","Tech Startup","Tennis Court","Tennis Stadium","Thai Restaurant","Theater","Theme Park Ride / Attraction","Toy / Game Store","Track","Trail","Train Station","Tram Station","Turkish Restaurant","Udon Restaurant","Vegetarian / Vegan Restaurant","Venezuelan Restaurant","Vietnamese Restaurant","Vineyard","Water Park","Wine Bar","Wine Shop","Women's Store","Yoga Studio","Zoo"
"Amager Vest","Copenhagen","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.017241379310344827","0.017241379310344827","0.017241379310344827","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.017241379310344827","0.0","0.017241379310344827","0.0","0.017241379310344827","0.0","0.0","0.0","0.0","0.0","0.017241379310344827","0.0","0.034482758620689655","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.034482758620689655","0.0","0.0","0.0","0.0","0.0","0.017241379310344827","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.017241379310344827","0.0","0.0","0.017241379310344827","0.0","0.0","0.0","0.0","0.0","0.0","0.017241379310344827","0.0","0.0","0.0","0.0","0.0","0.017241379310344827","0.0","0.0","0.0","0.017241379310344827","0.0","0.0","0.0","0.017241379310344827","0.017241379310344827","0.0","0.0","0.0","0.0","0.017241379310344827","0.0","0.0","0.017241379310344827","0.0","0.0","0.0","0.0","0.0","0.0","0.034482758620689655","0.0","0.0","0.034482758620689655","0.017241379310344827","0.0","0.034482758620689655","0.0","0.0","0.0","0.0","0.0","0.0","0.017241379310344827","0.0","0.06896551724137931","0.017241379310344827","0.017241379310344827","0.034482758620689655","0.0","0.0","0.017241379310344827","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.017241379310344827","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.017241379310344827","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.017241379310344827","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.05172413793103448","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.05172413793103448","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.034482758620689655","0.0","0.0","0.0","0.0","0.0","0.0","0.017241379310344827","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.017241379310344827","0.0","0.0","0.0","0.017241379310344827","0.0","0.0","0.0","0.0","0.017241379310344827","0.0","0.017241379310344827","0.05172413793103448","0.0","0.0","0.0","0.0","0.017241379310344827","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Amager Øst","Copenhagen","0.0","0.0","0.0","0.0","0.010309278350515464","0.010309278350515464","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.010309278350515464","0.0","0.0","0.0","0.0","0.0","0.061855670103092786","0.010309278350515464","0.0","0.0","0.07216494845360824","0.0","0.010309278350515464","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.010309278350515464","0.0","0.0","0.0","0.0","0.05154639175257732","0.0","0.0","0.0","0.0","0.0","0.0","0.061855670103092786","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.020618556701030927","0.0","0.0","0.0","0.0","0.010309278350515464","0.0","0.061855670103092786","0.010309278350515464","0.0","0.0","0.0","0.010309278350515464","0.010309278350515464","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.010309278350515464","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.010309278350515464","0.0","0.010309278350515464","0.0","0.0","0.0","0.0","0.010309278350515464","0.0","0.0","0.0","0.0","0.0","0.010309278350515464","0.0","0.0","0.0","0.0","0.010309278350515464","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.030927835051546393","0.0","0.010309278350515464","0.05154639175257732","0.0","0.010309278350515464","0.0","0.0","0.0","0.0","0.0","0.0","0.010309278350515464","0.0","0.010309278350515464","0.020618556701030927","0.0","0.0","0.0","0.0","0.0","0.0","0.010309278350515464","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.010309278350515464","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.010309278350515464","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.010309278350515464","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.010309278350515464","0.0","0.0","0.010309278350515464","0.0","0.0","0.020618556701030927","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.05154639175257732","0.0","0.0","0.0","0.0","0.010309278350515464","0.0","0.0","0.010309278350515464","0.0","0.0","0.010309278350515464","0.0","0.0","0.0","0.0","0.0","0.010309278350515464","0.010309278350515464","0.0","0.0","0.0","0.0","0.0","0.010309278350515464","0.0","0.0","0.0","0.0","0.0","0.0","0.010309278350515464","0.0","0.0","0.0","0.0","0.0","0.020618556701030927","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.010309278350515464","0.0","0.020618556701030927","0.0","0.0","0.020618556701030927","0.010309278350515464","0.041237113402061855","0.0","0.0","0.0","0.0","0.0","0.010309278350515464","0.0","0.010309278350515464","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.010309278350515464","0.0"
"Batignolles-Monceau","Paris","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.02","0.0","0.0","0.0","0.0","0.01","0.05","0.02","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.04","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.02","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.21","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.1","0.0","0.0","0.02","0.0","0.0","0.0","0.0","0.0","0.0","0.09","0.02","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.01","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.02","0.03","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.03","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.04","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.02","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.01","0.0","0.0","0.02","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.01","0.0","0.0","0.01","0.0","0.0","0.01","0.0"
"Bispebjerg","Copenhagen","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.02631578947368421","0.0","0.0","0.0","0.0","0.0","0.0","0.02631578947368421","0.0","0.0","0.0","0.0","0.0","0.02631578947368421","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.02631578947368421","0.0","0.0","0.0","0.0","0.0","0.0","0.07894736842105263","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.02631578947368421","0.0","0.0","0.0","0.0","0.0","0.05263157894736842","0.0","0.0","0.0","0.0","0.0","0.05263157894736842","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.02631578947368421","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.07894736842105263","0.0","0.02631578947368421","0.05263157894736842","0.0","0.0","0.0","0.0","0.0","0.0","0.02631578947368421","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.02631578947368421","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.02631578947368421","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.13157894736842105","0.0","0.0","0.0","0.02631578947368421","0.0","0.0","0.0","0.02631578947368421","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.02631578947368421","0.0","0.0","0.0","0.0","0.0","0.0","0.02631578947368421","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.02631578947368421","0.0","0.0","0.0","0.05263157894736842","0.0","0.05263157894736842","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.05263157894736842","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"Bourse","Paris","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.02","0.0","0.0","0.0","0.0","0.0","0.01","0.03","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.05","0.0","0.0","0.0","0.01","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.03","0.01","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.02","0.0","0.01","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.01","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.17","0.0","0.0","0.02","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.01","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.03","0.01","0.0","0.01","0.01","0.01","0.0","0.0","0.0","0.0","0.03","0.04","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.02","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.01","0.01","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.01","0.0","0.01","0.0","0.01","0.0","0.0","0.02","0.0","0.0","0.0","0.03","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.03","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.01","0.0","0.0","0.0","0.0","0.02","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.04","0.01","0.01","0.0","0.0"
